name,model_type,num_layers,total_params,test_loss,test_mae,train_loss,val_loss,val_mae,training_time_s,inference_time_ms,model_size_mb
GRU_1L,gru,1,52611,5.752196739194915e-05,0.004649025388062,0.0005610730149783194,5.9084795793751255e-05,0.004660532344132662,720.6614184379578,0.2244424819946289,0.628997802734375
GRU_2L,gru,2,151683,5.470974792842753e-05,0.00468410411849618,0.0005812367890030146,5.453502672025934e-05,0.004672414623200893,1049.217334985733,0.2897515296936035,1.7695465087890625
GRU_3L,gru,3,250755,5.404235707828775e-05,0.00454492773860693,0.0005925155128352344,5.2113951824139804e-05,0.004451270215213299,1178.5483014583588,0.33533191680908203,2.9161529541015625
GRU_4L,gru,4,349827,0.00016088767733890563,0.00942738726735115,0.0008485430153086782,0.00015960739983711392,0.009551770985126495,620.8029987812042,0.39194488525390625,4.059600830078125
GRU_5L,gru,5,448899,0.00031282773124985397,0.012932275421917439,0.0011737740132957697,0.00031604364630766213,0.013228126801550388,503.6807951927185,0.5469751358032227,5.204093933105469
