ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1781087351661611499,2026-06-10T17:29:11.661648,prediction,0.002691,-0.001000,-0.002941,True,0.000137,0.001100,0.000134,0.002553,0.002100,0.003076,0.00,1,0.022630,-0.228697,0.301588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351662821628,2026-06-10T17:29:11.662848,prediction,0.002691,-0.001000,-0.002941,True,0.000137,0.001100,0.000134,0.002553,0.002100,0.003076,0.00,1,0.022630,-0.228697,0.301588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351663582225,2026-06-10T17:29:11.663608,prediction,0.002691,-0.001000,-0.002941,True,0.000137,0.001100,0.000134,0.002553,0.002100,0.003076,0.00,1,0.022630,-0.228697,0.301588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351745601640,2026-06-10T17:29:11.745635,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,2,0.024466,-0.228193,0.302646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351746439127,2026-06-10T17:29:11.746463,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,2,0.024466,-0.228193,0.302646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351747105431,2026-06-10T17:29:11.747128,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,2,0.024466,-0.228193,0.302646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351827809505,2026-06-10T17:29:11.827844,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,3,-0.156297,0.246764,0.390972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351828593341,2026-06-10T17:29:11.828617,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,3,-0.156297,0.246764,0.390972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351829946643,2026-06-10T17:29:11.829974,prediction,0.002812,-0.000000,-0.002816,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.002950,0.00,3,-0.156297,0.246764,0.390972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351921921405,2026-06-10T17:29:11.921952,prediction,0.002812,-0.000000,-0.004224,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.004358,0.00,4,0.021961,-0.228880,0.301202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351922684159,2026-06-10T17:29:11.922706,prediction,0.002812,-0.000000,-0.004224,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.004358,0.00,4,0.021961,-0.228880,0.301202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781087351923422282,2026-06-10T17:29:11.923446,prediction,0.002812,-0.000000,-0.004224,True,0.000137,0.001100,0.000134,0.002675,0.001100,0.004358,0.00,4,0.021961,-0.228880,0.301202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
