ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1781256651983495668,2026-06-12T16:30:51.983512,ground_truth,0.125456,-0.156000,0.037993,True,,,,,,,,,-0.161992,0.280059,0.378527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012040,-0.107520,0.039923,0.009696,0.013312,-0.009760
1781256652017494002,2026-06-12T16:30:52.017509,ground_truth,0.124571,-0.147000,0.038263,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012040,-0.107520,0.039923,0.009696,0.013312,-0.009760
1781256652050728844,2026-06-12T16:30:52.050765,ground_truth,0.126243,-0.164000,0.037752,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012040,-0.107520,0.039923,0.009696,0.013312,-0.009760
1781256652084377513,2026-06-12T16:30:52.084400,ground_truth,0.119134,-0.130000,0.038775,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012040,-0.107520,0.039923,0.009696,0.013312,-0.009760
1781256652119402354,2026-06-12T16:30:52.119421,ground_truth,0.119134,-0.130000,0.035004,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010500,-0.107520,0.039591,0.009088,0.012864,-0.008864
1781256652148496138,2026-06-12T16:30:52.148511,ground_truth,0.119908,-0.138000,0.034750,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011760,-0.108500,0.038346,0.009088,0.013312,-0.009312
1781256652182345221,2026-06-12T16:30:52.182366,ground_truth,0.120778,-0.147000,0.034465,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011760,-0.108500,0.038346,0.009088,0.013312,-0.009312
1781256652215301286,2026-06-12T16:30:52.215323,ground_truth,0.123292,-0.173000,0.033640,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011760,-0.108500,0.038346,0.009088,0.013312,-0.009312
1781256652259546970,2026-06-12T16:30:52.259574,ground_truth,0.120778,-0.147000,0.034465,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011760,-0.108500,0.038346,0.009088,0.013312,-0.009312
1781256652294724773,2026-06-12T16:30:52.294751,ground_truth,0.124163,-0.182000,0.033355,True,,,,,,,,,-0.161991,0.280058,0.378521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011760,-0.108500,0.038346,0.009088,0.013312,-0.009312
