ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1779685816613984721,2026-05-25T12:10:16.613999,ground_truth,0.001037,0.025000,0.007529,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816653571230,2026-05-25T12:10:16.653617,ground_truth,-0.001307,0.021000,0.006324,True,,,,,,,,,-0.163395,0.267551,0.396717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816688982241,2026-05-25T12:10:16.689009,ground_truth,-0.000809,0.013000,0.003915,True,,,,,,,,,-0.163395,0.267551,0.396717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816721178762,2026-05-25T12:10:16.721201,ground_truth,-0.001556,0.025000,0.007529,True,,,,,,,,,-0.162400,0.269233,0.396460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816767025180,2026-05-25T12:10:16.767045,ground_truth,-0.003180,0.009000,0.000087,True,,,,,,,,,-0.162400,0.269233,0.396460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816803730419,2026-05-25T12:10:16.803756,ground_truth,-0.001556,0.025000,0.004931,True,,,,,,,,,-0.162073,0.268821,0.395827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816853772245,2026-05-25T12:10:16.853797,ground_truth,-0.000249,0.004000,0.001205,True,,,,,,,,,-0.162572,0.266359,0.395036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816914243512,2026-05-25T12:10:16.914264,ground_truth,0.026334,0.033000,0.009938,True,,,,,,,,,-0.163969,0.262643,0.394626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816958319549,2026-05-25T12:10:16.958358,ground_truth,0.022809,0.045000,0.016117,True,,,,,,,,,-0.163969,0.262643,0.394626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685816996773997,2026-05-25T12:10:16.996797,ground_truth,0.022180,0.053000,0.018513,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817047927296,2026-05-25T12:10:17.047953,ground_truth,0.019016,0.061000,0.020909,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817091091872,2026-05-25T12:10:17.091118,ground_truth,0.019324,0.057000,0.019711,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817137456622,2026-05-25T12:10:17.137490,ground_truth,0.018400,0.069000,0.025830,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817186901487,2026-05-25T12:10:17.186933,ground_truth,0.014831,0.049000,0.019873,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817239650838,2026-05-25T12:10:17.239683,ground_truth,0.012840,0.076000,0.027915,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817297785012,2026-05-25T12:10:17.297807,ground_truth,0.013651,0.065000,0.027171,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779685817351905714,2026-05-25T12:10:17.351930,ground_truth,0.014831,0.049000,0.024989,True,,,,,,,,,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
