ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1779938308038630756,2026-05-28T10:18:28.038648,prediction,0.076539,-0.020000,0.014238,True,0.101292,0.011826,0.022164,0.024753,0.031826,0.007926,3.90,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308073272060,2026-05-28T10:18:28.073290,prediction,0.076539,-0.020000,0.014238,True,0.101424,0.007764,0.022249,0.024885,0.027764,0.008011,3.84,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308105686602,2026-05-28T10:18:28.105707,prediction,0.077530,-0.031000,0.012570,True,0.101485,-0.002169,0.021345,0.023955,0.028831,0.008775,4.13,20,-0.167269,0.266443,0.395844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308137582679,2026-05-28T10:18:28.137604,prediction,0.076088,-0.015000,0.014996,True,0.100949,0.009438,0.021816,0.024861,0.024438,0.006820,3.81,20,-0.167269,0.266443,0.395844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308172780526,2026-05-28T10:18:28.172801,prediction,0.075637,-0.010000,0.015754,True,0.101040,0.019062,0.023598,0.025403,0.029062,0.007844,3.84,20,-0.171068,0.270313,0.397048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308212311710,2026-05-28T10:18:28.212332,prediction,0.076088,-0.015000,0.014996,True,0.100736,0.015723,0.023973,0.024648,0.030723,0.008977,4.17,20,-0.171068,0.270313,0.397048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308245402014,2026-05-28T10:18:28.245422,prediction,0.076989,-0.025000,0.016399,True,0.100295,0.004967,0.025704,0.023306,0.029967,0.009305,3.81,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308282712207,2026-05-28T10:18:28.282733,prediction,0.077610,-0.000000,0.020149,True,0.099126,0.020967,0.027955,0.021516,0.020967,0.007806,3.62,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308320532094,2026-05-28T10:18:28.320554,prediction,0.079905,-0.025000,0.016399,True,0.100465,0.018750,0.026996,0.020560,0.043750,0.010597,3.93,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308354289454,2026-05-28T10:18:28.354309,prediction,0.078528,-0.010000,0.018649,True,0.099139,0.020598,0.026466,0.020611,0.030598,0.007817,3.97,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308390870199,2026-05-28T10:18:28.390886,prediction,0.078069,-0.005000,0.019399,True,0.098818,0.028218,0.028325,0.020749,0.033218,0.008925,3.98,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308426465818,2026-05-28T10:18:28.426486,prediction,0.078069,-0.005000,0.022286,True,0.098157,0.031402,0.031821,0.020088,0.036402,0.009535,3.60,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308466284153,2026-05-28T10:18:28.466314,prediction,0.079550,0.010000,0.024511,True,0.098106,0.042431,0.032167,0.018555,0.032431,0.007656,4.39,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308498416220,2026-05-28T10:18:28.498437,prediction,0.080485,-0.000000,0.023028,True,0.098737,0.037594,0.032134,0.018252,0.037594,0.009106,4.31,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308530692525,2026-05-28T10:18:28.530713,prediction,0.080952,-0.005000,0.025172,True,0.097187,0.030983,0.033639,0.016236,0.035983,0.008467,4.00,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308565369220,2026-05-28T10:18:28.565389,prediction,0.083359,-0.000000,0.028784,True,0.097802,0.035211,0.037557,0.014443,0.035211,0.008773,4.10,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308601574813,2026-05-28T10:18:28.601591,prediction,0.084310,-0.010000,0.030229,True,0.098761,0.029159,0.039833,0.014451,0.039159,0.009604,3.68,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308633197665,2026-05-28T10:18:28.633212,prediction,0.082884,0.005000,0.032380,True,0.097362,0.035470,0.040361,0.014479,0.030470,0.007981,3.59,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308664460552,2026-05-28T10:18:28.664480,prediction,0.084785,-0.015000,0.032415,True,0.099429,0.022597,0.043455,0.014644,0.037597,0.011041,3.90,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308695182883,2026-05-28T10:18:28.695202,prediction,0.085260,-0.020000,0.031706,True,0.098943,0.010903,0.042840,0.013683,0.030903,0.011135,4.08,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308731256393,2026-05-28T10:18:28.731271,prediction,0.083359,-0.000000,0.037420,True,0.096937,0.026903,0.048178,0.013578,0.026903,0.010758,3.68,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308766615208,2026-05-28T10:18:28.766635,prediction,0.084783,0.015000,0.039522,True,0.098588,0.042903,0.050819,0.013805,0.027903,0.011297,4.11,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308798615098,2026-05-28T10:18:28.798635,prediction,0.085750,0.005000,0.040991,True,0.100262,0.038762,0.053350,0.014513,0.033762,0.012359,3.59,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308830928981,2026-05-28T10:18:28.830948,prediction,0.085750,0.005000,0.040991,True,0.098611,0.033552,0.053156,0.012861,0.028552,0.012165,3.78,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308862238772,2026-05-28T10:18:28.862260,prediction,0.085750,0.005000,0.043861,True,0.097237,0.037322,0.056182,0.011487,0.032322,0.012321,3.72,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308899434798,2026-05-28T10:18:28.899455,prediction,0.081933,0.015000,0.045230,True,0.094089,0.050857,0.057017,0.012156,0.035857,0.011787,3.97,20,-0.163830,0.263009,0.394666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308933652265,2026-05-28T10:18:28.933667,prediction,0.082408,0.010000,0.044545,True,0.094579,0.049697,0.056630,0.012171,0.039697,0.012085,3.56,20,-0.165131,0.264310,0.395967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938308969392176,2026-05-28T10:18:28.969412,prediction,0.084310,-0.010000,0.041808,True,0.095880,0.033697,0.054550,0.011570,0.043697,0.012742,3.84,20,-0.167173,0.267204,0.398570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779938309009875698,2026-05-28T10:18:29.009895,prediction,0.080982,0.025000,0.046598,True,0.090447,0.049697,0.056021,0.009464,0.024697,0.009422,3.48,20,-0.167173,0.267204,0.398570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
