ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1779801249625401767,2026-05-26T20:14:09.625428,prediction,0.116811,0.008000,0.007539,True,0.121889,0.030599,0.015023,0.005078,0.022599,0.007484,3.94,20,-0.163824,0.263013,0.394665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007000,-0.141540,0.084494,-0.021056,0.015872,-0.013760
1779801249674679893,2026-05-26T20:14:09.674714,prediction,0.116811,0.008000,0.007539,True,0.121138,0.029281,0.014627,0.004327,0.021282,0.007089,7.97,20,-0.165270,0.267299,0.396795,0.001744,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005460,-0.141540,0.084494,-0.020928,0.015872,-0.013600
1779801249732501673,2026-05-26T20:14:09.732524,prediction,0.116811,0.008000,0.007539,True,0.121295,0.027158,0.014700,0.004484,0.019158,0.007161,7.71,20,-0.166538,0.272169,0.398819,0.001744,0.000000,0.000000,0.000000,0.000000,0.000000,-0.008260,-0.141260,0.084245,-0.021216,0.015872,-0.013824
1779801249803173176,2026-05-26T20:14:09.803214,prediction,0.114085,-0.000000,0.007140,True,0.119826,0.022206,0.014884,0.005740,0.022206,0.007744,5.28,20,-0.167678,0.278622,0.400762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007000,-0.140980,0.084245,-0.021216,0.016160,-0.014304
1779801249875902540,2026-05-26T20:14:09.875928,prediction,0.114085,-0.000000,0.007140,True,0.119212,0.021067,0.014436,0.005126,0.021067,0.007296,4.54,20,-0.167538,0.283248,0.402160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007000,-0.140980,0.084245,-0.021216,0.016160,-0.014304
1779801249926983138,2026-05-26T20:14:09.927003,prediction,0.114912,-0.008000,0.006742,True,0.119767,0.015427,0.014354,0.004855,0.023427,0.007612,11.62,20,-0.166844,0.286078,0.402288,0.001744,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005460,-0.139720,0.082253,-0.020768,0.015648,-0.013600
1779801249996055664,2026-05-26T20:14:09.996128,prediction,0.114912,-0.008000,0.006742,True,0.119695,0.009990,0.013914,0.004783,0.017990,0.007172,8.30,20,-0.165939,0.287142,0.401165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005460,-0.139720,0.082253,-0.020768,0.015648,-0.013824
1779801250034997063,2026-05-26T20:14:10.035023,prediction,0.113259,0.008000,0.007539,True,0.118420,0.019036,0.013652,0.005161,0.011036,0.006114,4.72,20,-0.165939,0.287142,0.401165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005460,-0.139720,0.082253,-0.020768,0.015648,-0.013824
1779801250075921273,2026-05-26T20:14:10.075944,prediction,0.110987,0.030000,0.008634,True,0.116860,0.035036,0.014523,0.005873,0.005036,0.005889,5.47,20,-0.165061,0.286095,0.399389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005460,-0.139720,0.082253,-0.020768,0.015648,-0.013824
1779801250131170480,2026-05-26T20:14:10.131214,prediction,0.113259,0.008000,0.007539,True,0.118329,0.028078,0.016814,0.005069,0.020078,0.009275,4.73,20,-0.164342,0.282862,0.397524,0.014831,0.000000,0.031852,0.000000,0.032284,0.019198,0.118300,0.009240,0.216464,-0.030624,-0.048384,-0.039968
