ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1780547490671219669,2026-06-04T11:31:30.671237,ground_truth,-1.027868,-2.860000,0.336891,True,,,,,,,,,,,,,,,,,,,,,,,
1780547490757205149,2026-06-04T11:31:30.757225,ground_truth,-0.886451,-2.770000,0.258025,True,,,,,,,,,,,,,,,,,,,,,,,
1780547503712412911,2026-06-04T11:31:43.712458,ground_truth,0.853272,-2.312000,-0.255652,True,,,,,,,,,-0.163828,0.263013,0.394668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1780547503757997953,2026-06-04T11:31:43.758035,ground_truth,0.897520,-2.510000,-0.273422,True,,,,,,,,,-0.163828,0.263013,0.394668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1780547503793063758,2026-06-04T11:31:43.793090,ground_truth,0.916932,-2.662000,-0.285606,True,,,,,,,,,-0.163828,0.263013,0.394668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1780547503839335818,2026-06-04T11:31:43.839359,ground_truth,0.913799,-2.758000,-0.295906,True,,,,,,,,,-0.163828,0.263013,0.394668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000


============================================================
EXPERIMENT METRICS
  File: experiment_GROUND_TRUTH_20260604_113120.csv
  Total samples: 4
  Task completion time: 27.93 s
  Mode: GROUND TRUTH (no prediction metrics)
  Jerk: insufficient EE data for calculation
============================================================
