ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1779674990482730827,2026-05-25T09:09:50.482754,prediction,0.106932,0.030000,0.018823,True,0.111243,0.032057,0.025292,0.004312,0.002057,0.006469,4.79,20,-0.163830,0.263011,0.394667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990530049144,2026-05-25T09:09:50.530071,prediction,0.103788,0.030000,0.015676,True,0.109611,0.032336,0.022652,0.005823,0.002336,0.006976,8.74,20,-0.166567,0.263815,0.398773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990578785692,2026-05-25T09:09:50.578809,prediction,0.103788,0.030000,0.015676,True,0.109776,0.034557,0.022710,0.005988,0.004557,0.007035,5.26,20,-0.166567,0.263815,0.398773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990627662463,2026-05-25T09:09:50.627683,prediction,0.103788,0.030000,0.015676,True,0.110353,0.034947,0.023105,0.006565,0.004947,0.007430,5.02,20,-0.167426,0.265232,0.399712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990666846151,2026-05-25T09:09:50.666872,prediction,0.106932,0.030000,0.015676,True,0.112049,0.034169,0.022471,0.005117,0.004169,0.006795,4.51,20,-0.167140,0.266567,0.398764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990703196763,2026-05-25T09:09:50.703216,prediction,0.106932,0.030000,0.015676,True,0.112099,0.034506,0.021673,0.005167,0.004506,0.005998,4.61,20,-0.167140,0.266567,0.398764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990740201423,2026-05-25T09:09:50.740222,prediction,0.106607,0.036000,0.017532,True,0.111863,0.038636,0.023219,0.005256,0.002636,0.005687,5.47,20,-0.165847,0.266170,0.396805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990779038421,2026-05-25T09:09:50.779060,prediction,0.107256,0.024000,0.013819,True,0.113301,0.031586,0.021529,0.006045,0.007586,0.007710,4.27,20,-0.165847,0.266170,0.396805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990819682889,2026-05-25T09:09:50.819704,prediction,0.106607,0.036000,0.020670,True,0.111784,0.037880,0.026841,0.005176,0.001880,0.006171,4.43,20,-0.163987,0.263646,0.394693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1779674990859630740,2026-05-25T09:09:50.859653,prediction,0.109741,0.036000,0.023808,True,0.114650,0.041424,0.031531,0.004909,0.005424,0.007723,5.08,20,-0.163341,0.261844,0.394292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
