ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff
1781083833025464541,2026-06-10T16:30:33.025490,ground_truth,-0.112027,-0.474000,0.132153,True,,,,,,,,,-0.166339,-0.308070,0.321222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083833112144205,2026-06-10T16:30:33.112165,ground_truth,-0.089403,-0.482000,0.123297,True,,,,,,,,,-0.118014,-0.181371,0.316208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083833280198389,2026-06-10T16:30:33.280231,ground_truth,-0.104363,-0.471000,0.162270,True,,,,,,,,,-0.166621,-0.308410,0.325625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083833364703804,2026-06-10T16:30:33.364727,ground_truth,-0.055514,-0.490000,0.133393,True,,,,,,,,,-0.165855,-0.308377,0.326575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083833447618220,2026-06-10T16:30:33.447642,ground_truth,-0.118547,-0.466000,0.154422,True,,,,,,,,,-0.163132,-0.308180,0.327309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083833738472093,2026-06-10T16:30:33.738504,ground_truth,-0.118927,-0.690000,-0.069496,True,,,,,,,,,-0.161629,-0.308390,0.330553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083839474103589,2026-06-10T16:30:39.474136,ground_truth,0.162927,-0.462000,-0.113328,True,,,,,,,,,-0.144022,-0.309769,0.345752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083839515634436,2026-06-10T16:30:39.515662,ground_truth,0.167799,-0.465000,-0.114064,True,,,,,,,,,-0.144022,-0.309769,0.345752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083839596379389,2026-06-10T16:30:39.596411,ground_truth,0.168925,-0.466000,-0.114309,True,,,,,,,,,-0.115991,-0.202000,0.331354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
1781083839667237797,2026-06-10T16:30:39.667269,ground_truth,0.170325,-0.472000,-0.110352,True,,,,,,,,,-0.135707,-0.318917,0.352249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan
